ID	adj.P.Val	P.Value	F	Gene.symbol	Gene.title
8140009	0.9999946	7.77e-01	2.58e-01	SPDYE16///SPDYE2B///SPDYE6///SPDYE8P///SPDYE2///SPDYE3///SPDYE7P///SPDYE1	speedy/RINGO cell cycle regulator family member E16///speedy/RINGO cell cycle regulator family member E2B///speedy/RINGO cell cycle regulator family member E6///speedy/RINGO cell cycle regulator family member E8, pseudogene///speedy/RINGO cell cycle regulator family member E2///speedy/RINGO cell cycle regulator family member E3///speedy/RINGO cell cycle regulator family member E7, pseudogene///speedy/RINGO cell cycle regulator family member E1
7917357	0.9999946	7.77e-01	2.58e-01		
7912706	0.9999946	7.77e-01	2.58e-01	EPHA2	EPH receptor A2
8016018	0.9999946	7.77e-01	2.58e-01	SLC25A39	solute carrier family 25 member 39
8117563	0.9999946	7.77e-01	2.58e-01		
7988467	0.9999946	7.77e-01	2.58e-01	FBN1	fibrillin 1
8122969	0.9999946	7.77e-01	2.58e-01		
7894731	0.9999946	7.77e-01	2.58e-01		
8032595	0.9999946	7.77e-01	2.58e-01	DOHH	deoxyhypusine hydroxylase/monooxygenase
7895328	0.9999946	7.77e-01	2.58e-01		
7895659	0.9999946	7.77e-01	2.58e-01		
7944991	0.9999946	7.77e-01	2.58e-01	STT3A	STT3A, catalytic subunit of the oligosaccharyltransferase complex
7969675	0.9999946	7.77e-01	2.58e-01		
8136975	0.9999946	7.77e-01	2.58e-01	OR2A14	olfactory receptor family 2 subfamily A member 14
7927548	0.9999946	7.77e-01	2.58e-01	TIMM23	translocase of inner mitochondrial membrane 23
8022644	0.9999946	7.77e-01	2.58e-01		
8097356	0.9999946	7.77e-01	2.58e-01	PLK4	polo like kinase 4
8106556	0.9999946	7.78e-01	2.58e-01	CMYA5	cardiomyopathy associated 5
7951235	0.9999946	7.78e-01	2.58e-01	MMP27	matrix metallopeptidase 27
8010354	0.9999946	7.78e-01	2.58e-01	GAA	glucosidase alpha, acid
7913154	0.9999946	7.78e-01	2.58e-01	LOC100506730	uncharacterized LOC100506730
8085056	0.9999946	7.78e-01	2.58e-01		
8059868	0.9999946	7.78e-01	2.58e-01	ASB18	ankyrin repeat and SOCS box containing 18
7915731	0.9999946	7.78e-01	2.58e-01		
8160511	0.9999946	7.78e-01	2.58e-01	EQTN	equatorin
8092404	0.9999946	7.78e-01	2.58e-01	MAP6D1	MAP6 domain containing 1
7961453	0.9999946	7.78e-01	2.58e-01		
7905474	0.9999946	7.78e-01	2.58e-01	OAZ3	ornithine decarboxylase antizyme 3
7938816	0.9999946	7.78e-01	2.58e-01	ZDHHC13	zinc finger DHHC-type containing 13
7895473	0.9999946	7.78e-01	2.58e-01		
7970828	0.9999946	7.78e-01	2.58e-01	OK/SW-CL.58	OK/SW-CL.58
7946306	0.9999946	7.78e-01	2.58e-01	OVCH2	ovochymase 2 (gene/pseudogene)
8095297	0.9999946	7.78e-01	2.58e-01		
8157890	0.9999946	7.78e-01	2.58e-01	PBX3	PBX homeobox 3
7981387	0.9999946	7.78e-01	2.58e-01	CDC42BPB	CDC42 binding protein kinase beta
8026513	0.9999946	7.78e-01	2.58e-01	TPM4	tropomyosin 4
8104281	0.9999946	7.78e-01	2.58e-01	SLC6A18	solute carrier family 6 member 18
8070847	0.9999946	7.78e-01	2.58e-01	LINC01547	long intergenic non-protein coding RNA 1547
7933574	0.9999946	7.78e-01	2.57e-01	AGAP5///AGAP9///AGAP12P///AGAP6///AGAP11///AGAP4	ArfGAP with GTPase domain, ankyrin repeat and PH domain 5///ArfGAP with GTPase domain, ankyrin repeat and PH domain 9///ArfGAP with GTPase domain, ankyrin repeat and PH domain 12, pseudogene///ArfGAP with GTPase domain, ankyrin repeat and PH domain 6///ArfGAP with GTPase domain, ankyrin repeat and PH domain 11///ArfGAP with GTPase domain, ankyrin repeat and PH domain 4
8087485	0.9999946	7.78e-01	2.57e-01	UBA7	ubiquitin like modifier activating enzyme 7
8039034	0.9999946	7.78e-01	2.57e-01	ZNF160	zinc finger protein 160
7892627	0.9999946	7.78e-01	2.57e-01		
8126798	0.9999946	7.78e-01	2.57e-01	ADGRF5	adhesion G protein-coupled receptor F5
7953761	0.9999946	7.78e-01	2.57e-01		
8008912	0.9999946	7.78e-01	2.57e-01		
8158022	0.9999946	7.78e-01	2.57e-01	ZNF79	zinc finger protein 79
7992870	0.9999946	7.78e-01	2.57e-01	ZNF263	zinc finger protein 263
7910997	0.9999946	7.78e-01	2.57e-01	EXO1	exonuclease 1
8081838	0.9999946	7.78e-01	2.57e-01	ARHGAP31	Rho GTPase activating protein 31
7972297	0.9999946	7.78e-01	2.57e-01	ABCC4	ATP binding cassette subfamily C member 4
8072636	0.9999946	7.78e-01	2.57e-01	ISX	intestine specific homeobox
8151585	0.9999946	7.78e-01	2.57e-01		
7896594	0.9999946	7.78e-01	2.57e-01		
8158708	0.9999946	7.78e-01	2.57e-01	PRDM12	PR/SET domain 12
7980859	0.9999946	7.78e-01	2.57e-01		
7923516	0.9999946	7.78e-01	2.57e-01	CYB5R1///CYB5R1	cytochrome b5 reductase 1///cytochrome b5 reductase 1
8024331	0.9999946	7.78e-01	2.57e-01	PLK5	polo like kinase 5
8115948	0.9999946	7.78e-01	2.57e-01	SNCB	synuclein beta
7978712	0.9999946	7.78e-01	2.57e-01	CLEC14A	C-type lectin domain family 14 member A
7991395	0.9999946	7.78e-01	2.57e-01	GABARAPL3	GABA type A receptor associated protein like 3 pseudogene
7896754	0.9999946	7.78e-01	2.57e-01	LOC100287934///LOC100287497	uncharacterized LOC100287934///septin 7 pseudogene
7969288	0.9999946	7.78e-01	2.57e-01	OLFM4	olfactomedin 4
8161488	0.9999946	7.78e-01	2.57e-01	LOC102724507///LOC100509620///AQP7P1///AQP7	uncharacterized LOC102724507///putative aquaporin-7-like protein 3///aquaporin 7 pseudogene 1///aquaporin 7
8077353	0.9999946	7.78e-01	2.57e-01	TRNT1	tRNA nucleotidyl transferase 1
8147541	0.9999946	7.78e-01	2.57e-01		
8147724	0.9999946	7.78e-01	2.57e-01	ATP6V1C1	ATPase H+ transporting V1 subunit C1
7968890	0.9999946	7.78e-01	2.57e-01	DGKZ	diacylglycerol kinase zeta
8024420	0.9999946	7.78e-01	2.57e-01	SF3A2	splicing factor 3a subunit 2
7903030	0.9999946	7.78e-01	2.57e-01		
8103464	0.9999946	7.78e-01	2.57e-01		
7893985	0.9999946	7.79e-01	2.57e-01		
7920333	0.9999946	7.79e-01	2.57e-01		
7894647	0.9999946	7.79e-01	2.57e-01		
7893280	0.9999946	7.79e-01	2.57e-01		
8097657	0.9999946	7.79e-01	2.57e-01	SMAD1	SMAD family member 1
7914496	0.9999946	7.79e-01	2.56e-01		
8075693	0.9999946	7.79e-01	2.56e-01		
7928365	0.9999946	7.79e-01	2.56e-01		
8107720	0.9999946	7.79e-01	2.56e-01	LOC100131792	uncharacterized LOC100131792
7893747	0.9999946	7.79e-01	2.56e-01		
8068018	0.9999946	7.79e-01	2.56e-01		
8179238	0.9999946	7.79e-01	2.56e-01	MICA	MHC class I polypeptide-related sequence A
8128284	0.9999946	7.79e-01	2.56e-01	EPHA7	EPH receptor A7
8029958	0.9999946	7.79e-01	2.56e-01	GLTSCR2	glioma tumor suppressor candidate region gene 2
7956892	0.9999946	7.79e-01	2.56e-01		
8059111	0.9999946	7.79e-01	2.56e-01	ABCB6	ATP binding cassette subfamily B member 6 (Langereis blood group)
7916356	0.9999946	7.79e-01	2.56e-01	HSPB11	heat shock protein family B (small) member 11
7944797	0.9999946	7.79e-01	2.56e-01	OR10G4	olfactory receptor family 10 subfamily G member 4
8128712	0.9999946	7.79e-01	2.56e-01		
8089285	0.9999946	7.79e-01	2.56e-01		
8022625	0.9999946	7.79e-01	2.56e-01	SS18	SS18, nBAF chromatin remodeling complex subunit
7897370	0.9999946	7.79e-01	2.56e-01	VAMP3	vesicle associated membrane protein 3
8073293	0.9999946	7.79e-01	2.56e-01		
7895645	0.9999946	7.79e-01	2.56e-01		
8066609	0.9999946	7.79e-01	2.56e-01	SPATA25	spermatogenesis associated 25
8087806	0.9999946	7.79e-01	2.56e-01	PCBP4	poly(rC) binding protein 4
8017511	0.9999946	7.79e-01	2.56e-01	CD79B	CD79b molecule
8117415	0.9999946	7.79e-01	2.56e-01	HIST1H3I///HIST1H3E	histone cluster 1, H3i///histone cluster 1, H3e
8157905	0.9999946	7.79e-01	2.56e-01	MVB12B	multivesicular body subunit 12B
8059081	0.9999946	7.79e-01	2.56e-01	SLC23A3	solute carrier family 23 member 3
8013515	0.9999946	7.79e-01	2.56e-01	C17orf51	chromosome 17 open reading frame 51
7904881	0.9999946	7.79e-01	2.56e-01	PDIA3P1///PDIA3	protein disulfide isomerase family A member 3 pseudogene 1///protein disulfide isomerase family A member 3
8025132	0.9999946	7.79e-01	2.56e-01	ZNF557	zinc finger protein 557
8116908	0.9999946	7.79e-01	2.56e-01		
8115562	0.9999946	7.79e-01	2.56e-01	RNF145	ring finger protein 145
8045499	0.9999946	7.79e-01	2.56e-01	HNMT	histamine N-methyltransferase
8103311	0.9999946	7.79e-01	2.56e-01	FGA	fibrinogen alpha chain
7895140	0.9999946	7.79e-01	2.55e-01		
8026564	0.9999946	7.79e-01	2.55e-01	KLF2	Kruppel like factor 2
8025169	0.9999946	7.79e-01	2.55e-01	C19orf45	chromosome 19 open reading frame 45
7914498	0.9999946	7.79e-01	2.55e-01		
8036172	0.9999946	7.79e-01	2.55e-01		
8022612	0.9999946	7.80e-01	2.55e-01	ZNF521	zinc finger protein 521
7994339	0.9999946	7.80e-01	2.55e-01		
8169467	0.9999946	7.80e-01	2.55e-01	LUZP4	leucine zipper protein 4
7955995	0.9999946	7.80e-01	2.55e-01	OR6C65	olfactory receptor family 6 subfamily C member 65
8110114	0.9999946	7.80e-01	2.55e-01	CPLX2	complexin 2
7948424	0.9999946	7.80e-01	2.55e-01	MRPL16	mitochondrial ribosomal protein L16
7895264	0.9999946	7.80e-01	2.55e-01		
8015741	0.9999946	7.80e-01	2.55e-01	PTGES3L-AARSD1///PTGES3L///AARSD1	PTGES3L-AARSD1 readthrough///prostaglandin E synthase 3 like///alanyl-tRNA synthetase domain containing 1
8166408	0.9999946	7.80e-01	2.55e-01	PHEX	phosphate regulating endopeptidase homolog, X-linked
8142019	0.9999946	7.80e-01	2.55e-01	ORC5	origin recognition complex subunit 5
7987426	0.9999946	7.80e-01	2.55e-01	FSIP1	fibrous sheath interacting protein 1
8161017	0.9999946	7.80e-01	2.55e-01	SIT1	signaling threshold regulating transmembrane adaptor 1
8056710	0.9999946	7.80e-01	2.55e-01	CCDC173	coiled-coil domain containing 173
7993478	0.9999946	7.80e-01	2.55e-01	ABCC1	ATP binding cassette subfamily C member 1
7922684	0.9999946	7.80e-01	2.55e-01		
8160531	0.9999946	7.80e-01	2.55e-01	C9orf72	chromosome 9 open reading frame 72
7991153	0.9999946	7.80e-01	2.55e-01		
7925743	0.9999946	7.80e-01	2.55e-01	OR2T33///OR2T8///OR2T12	olfactory receptor family 2 subfamily T member 33///olfactory receptor family 2 subfamily T member 8///olfactory receptor family 2 subfamily T member 12
7907649	0.9999946	7.80e-01	2.55e-01	C1orf220	chromosome 1 open reading frame 220
8059714	0.9999946	7.80e-01	2.55e-01		
7929822	0.9999946	7.80e-01	2.55e-01	WNT8B	Wnt family member 8B
8035156	0.9999946	7.80e-01	2.55e-01	CHERP	calcium homeostasis endoplasmic reticulum protein
7986517	0.9999946	7.80e-01	2.55e-01		
7986522	0.9999946	7.80e-01	2.55e-01		
7948904	0.9999946	7.80e-01	2.55e-01	SNORD28	small nucleolar RNA, C/D box 28
8110022	0.9999946	7.80e-01	2.55e-01	ATP6V0E1	ATPase H+ transporting V0 subunit e1
7895288	0.9999946	7.80e-01	2.55e-01		
8120717	0.9999946	7.80e-01	2.55e-01		
8126931	0.9999946	7.80e-01	2.55e-01	DEFB133	defensin beta 133
8145603	0.9999946	7.80e-01	2.55e-01	PNOC	prepronociceptin
8102371	0.9999946	7.80e-01	2.55e-01	ZGRF1	zinc finger GRF-type containing 1
8035110	0.9999946	7.80e-01	2.55e-01	CIB3	calcium and integrin binding family member 3
7951826	0.9999946	7.80e-01	2.55e-01	BUD13	BUD13 homolog
8155148	0.9999946	7.80e-01	2.55e-01	TMEM8B	transmembrane protein 8B
8118100	0.9999946	7.80e-01	2.55e-01	MICA	MHC class I polypeptide-related sequence A
7956623	0.9999946	7.80e-01	2.55e-01	MARCH9	membrane associated ring-CH-type finger 9
7896392	0.9999946	7.80e-01	2.55e-01		
8151869	0.9999946	7.80e-01	2.55e-01		
8121319	0.9999946	7.80e-01	2.54e-01	SOBP	sine oculis binding protein homolog
7896402	0.9999946	7.80e-01	2.54e-01		
7931152	0.9999946	7.80e-01	2.54e-01		
7899703	0.9999946	7.80e-01	2.54e-01	TXLNA	taxilin alpha
7914847	0.9999946	7.80e-01	2.54e-01	C1orf216	chromosome 1 open reading frame 216
8091342	0.9999946	7.80e-01	2.54e-01	ZIC4	Zic family member 4
7943521	0.9999946	7.80e-01	2.54e-01	DDI1	DNA damage inducible 1 homolog 1
7956749	0.9999946	7.80e-01	2.54e-01	TMEM5///TMEM5	transmembrane protein 5///transmembrane protein 5
8010778	0.9999946	7.80e-01	2.54e-01		
8020647	0.9999946	7.80e-01	2.54e-01	TTC39C	tetratricopeptide repeat domain 39C
8011291	0.9999946	7.80e-01	2.54e-01		
8139017	0.9999946	7.80e-01	2.54e-01		
8021243	0.9999946	7.80e-01	2.54e-01		
8022356	0.9999946	7.80e-01	2.54e-01	SPIRE1	spire type actin nucleation factor 1
8084963	0.9999946	7.80e-01	2.54e-01	PAK2	p21 (RAC1) activated kinase 2
8117714	0.9999946	7.81e-01	2.54e-01	OR2J3///OR2J2	olfactory receptor family 2 subfamily J member 3///olfactory receptor family 2 subfamily J member 2
7960529	0.9999946	7.81e-01	2.54e-01	SCNN1A	sodium channel epithelial 1 alpha subunit
8106950	0.9999946	7.81e-01	2.54e-01	FAM81B	family with sequence similarity 81 member B
7896583	0.9999946	7.81e-01	2.54e-01		
7910396	0.9999946	7.81e-01	2.54e-01	TMEM78	transmembrane protein 78
7946697	0.9999946	7.81e-01	2.54e-01	RRAS2	related RAS viral (r-ras) oncogene homolog 2
8151909	0.9999946	7.81e-01	2.54e-01	UQCRB	ubiquinol-cytochrome c reductase binding protein
8160857	0.9999946	7.81e-01	2.54e-01	SIGMAR1	sigma non-opioid intracellular receptor 1
8033392	0.9999946	7.81e-01	2.53e-01	XAB2	XPA binding protein 2
8056047	0.9999946	7.81e-01	2.53e-01	WDSUB1	WD repeat, sterile alpha motif and U-box domain containing 1
8103415	0.9999946	7.81e-01	2.53e-01	FAM198B	family with sequence similarity 198 member B
8040415	0.9999946	7.81e-01	2.53e-01		
8072825	0.9999946	7.81e-01	2.53e-01	GGA1	golgi associated, gamma adaptin ear containing, ARF binding protein 1
8062603	0.9999946	7.81e-01	2.53e-01	TOP1	topoisomerase (DNA) I
7943075	0.9999946	7.81e-01	2.53e-01	FAT3	FAT atypical cadherin 3
8016725	0.9999946	7.81e-01	2.53e-01	ANKRD40	ankyrin repeat domain 40
8035838	0.9999946	7.81e-01	2.53e-01	ZNF724	zinc finger protein 724
7902265	0.9999946	7.81e-01	2.53e-01		
7961673	0.9999946	7.81e-01	2.53e-01	GYS2	glycogen synthase 2
7914563	0.9999946	7.81e-01	2.53e-01	YARS	tyrosyl-tRNA synthetase
7947425	0.9999946	7.81e-01	2.53e-01	CD59	CD59 molecule
8081820	0.9999946	7.81e-01	2.53e-01		
8085970	0.9999946	7.81e-01	2.53e-01		
8084943	0.9999946	7.81e-01	2.53e-01	UBXN7-AS1	UBXN7 antisense RNA 1
8090664	0.9999946	7.81e-01	2.53e-01	ASTE1	asteroid homolog 1 (Drosophila)
8104321	0.9999946	7.81e-01	2.53e-01	ADAMTS16	ADAM metallopeptidase with thrombospondin type 1 motif 16
7980990	0.9999946	7.81e-01	2.53e-01	GON7	GON7, KEOPS complex subunit homolog
8130374	0.9999946	7.81e-01	2.53e-01	FBXO5	F-box protein 5
7909681	0.9999946	7.81e-01	2.53e-01	PROX1	prospero homeobox 1
7920492	0.9999946	7.81e-01	2.53e-01	C1orf43///C1orf43	chromosome 1 open reading frame 43///chromosome 1 open reading frame 43
7963631	0.9999946	7.81e-01	2.53e-01	RARG///RARG	retinoic acid receptor gamma///retinoic acid receptor gamma
7996468	0.9999946	7.81e-01	2.53e-01	ELMO3	engulfment and cell motility 3
7914530	0.9999946	7.81e-01	2.53e-01	BSDC1	BSD domain containing 1
8145894	0.9999946	7.82e-01	2.52e-01	ASH2L	ASH2 like histone lysine methyltransferase complex subunit
8014047	0.9999946	7.82e-01	2.52e-01	TEFM	transcription elongation factor, mitochondrial
8102307	0.9999946	7.82e-01	2.52e-01		
7995419	0.9999946	7.82e-01	2.52e-01		
8105132	0.9999946	7.82e-01	2.52e-01	LOC153684	uncharacterized LOC153684
8169461	0.9999946	7.82e-01	2.52e-01		
7921110	0.9999946	7.82e-01	2.52e-01	ISG20L2	interferon stimulated exonuclease gene 20 like 2
8044818	0.9999946	7.82e-01	2.52e-01	CFAP221	cilia and flagella associated protein 221
7893074	0.9999946	7.82e-01	2.52e-01		
7896305	0.9999946	7.82e-01	2.52e-01		
8141173	0.9999946	7.82e-01	2.52e-01	OCM///OCM2	oncomodulin///oncomodulin 2
7965398	0.9999946	7.82e-01	2.52e-01	KERA	keratocan
7894538	0.9999946	7.82e-01	2.52e-01		
8046824	0.9999946	7.82e-01	2.52e-01	FSIP2	fibrous sheath interacting protein 2
7961182	0.9999946	7.82e-01	2.52e-01	KLRC2	killer cell lectin like receptor C2
7908940	0.9999946	7.82e-01	2.52e-01	ATP2B4	ATPase plasma membrane Ca2+ transporting 4
8033420	0.9999946	7.82e-01	2.52e-01	FCER2	Fc fragment of IgE receptor II
8126240	0.9999946	7.82e-01	2.52e-01	LINC00951	long intergenic non-protein coding RNA 951
8006594	0.9999946	7.82e-01	2.52e-01	CCL18	C-C motif chemokine ligand 18
8039477	0.9999946	7.82e-01	2.52e-01	FAM71E2	family with sequence similarity 71 member E2
7992197	0.9999946	7.82e-01	2.52e-01		
8062137	0.9999946	7.82e-01	2.52e-01	CEP250	centrosomal protein 250
8020321	0.9999946	7.82e-01	2.52e-01		
8085784	0.9999946	7.82e-01	2.52e-01		
8180295	0.9999946	7.82e-01	2.52e-01		
7932792	0.9999946	7.82e-01	2.52e-01		
7922412	0.9999946	7.82e-01	2.52e-01	SNORD77	small nucleolar RNA, C/D box 77
8091867	0.9999946	7.82e-01	2.52e-01	BCHE	butyrylcholinesterase
7990714	0.9999946	7.82e-01	2.52e-01	CHRNA3	cholinergic receptor nicotinic alpha 3 subunit
8121142	0.9999946	7.82e-01	2.52e-01		
7946001	0.9999946	7.82e-01	2.52e-01	OR52R1	olfactory receptor family 52 subfamily R member 1 (gene/pseudogene)
8023261	0.9999946	7.82e-01	2.52e-01	ACAA2	acetyl-CoA acyltransferase 2
8126434	0.9999946	7.82e-01	2.52e-01		
8149380	0.9999946	7.82e-01	2.52e-01	DEFB109P1B///DEFB109P1	defensin beta 109 pseudogene 1B///defensin beta 109 pseudogene 1
8018482	0.9999946	7.82e-01	2.52e-01	WBP2	WW domain binding protein 2
8172280	0.9999946	7.82e-01	2.51e-01	SLC9A7	solute carrier family 9 member A7
8134737	0.9999946	7.82e-01	2.51e-01	MBLAC1	metallo-beta-lactamase domain containing 1
8164304	0.9999946	7.82e-01	2.51e-01	ST6GALNAC6	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 6
8059319	0.9999946	7.82e-01	2.51e-01	FARSB	phenylalanyl-tRNA synthetase beta subunit
8160435	0.9999946	7.82e-01	2.51e-01	IFNE	interferon epsilon
8171222	0.9999946	7.82e-01	2.51e-01	PUDP	pseudouridine 5'-phosphatase
7925950	0.9999946	7.82e-01	2.51e-01	UCN3	urocortin 3
8168553	0.9999946	7.82e-01	2.51e-01		
7977149	0.9999946	7.82e-01	2.51e-01	ZFYVE21///ZFYVE21	zinc finger FYVE-type containing 21///zinc finger FYVE-type containing 21
8173457	0.9999946	7.82e-01	2.51e-01	ZMYM3	zinc finger MYM-type containing 3
7987163	0.9999946	7.82e-01	2.51e-01	FMN1	formin 1
7928944	0.9999946	7.83e-01	2.51e-01	PAPSS2	3'-phosphoadenosine 5'-phosphosulfate synthase 2
8180218	0.9999946	7.83e-01	2.51e-01		
8144422	0.9999946	7.83e-01	2.51e-01	LOC650293///OR7E125P///OR7E5P///OR7E91P///OR7E2P	seven transmembrane helix receptor///olfactory receptor family 7 subfamily E member 125 pseudogene///olfactory receptor family 7 subfamily E member 5 pseudogene///olfactory receptor family 7 subfamily E member 91 pseudogene///olfactory receptor family 7 subfamily E member 2 pseudogene
7948995	0.9999946	7.83e-01	2.51e-01	ATL3	atlastin GTPase 3
8105937	0.9999946	7.83e-01	2.51e-01	LINC00680-GUSBP4///LOC100133050///GUSBP9///GUSBP1///GUSBP3///LOC653080///GUSBP2///GUSBP11///SMA5///SMA4///GUSB///GUSBP3///SMA5///SMA4	LINC00680-GUSBP4 readthrough///glucuronidase beta pseudogene///glucuronidase, beta pseudogene 9///glucuronidase, beta pseudogene 1///glucuronidase, beta pseudogene 3///glucuronidase beta pseudogene///glucuronidase, beta pseudogene 2///glucuronidase, beta pseudogene 11///glucuronidase beta pseudogene///glucuronidase beta pseudogene///glucuronidase beta///glucuronidase, beta pseudogene 3///glucuronidase beta pseudogene///glucuronidase beta pseudogene
7957673	0.9999946	7.83e-01	2.51e-01		
7958017	0.9999946	7.83e-01	2.51e-01		
7912802	0.9999946	7.83e-01	2.51e-01	LOC100132147///LOC440570	uncharacterized LOC100132147///uncharacterized LOC440570
8031489	0.9999946	7.83e-01	2.51e-01	ZNF628	zinc finger protein 628
8003719	0.9999946	7.83e-01	2.51e-01	HIC1	hypermethylated in cancer 1
8003903	0.9999946	7.83e-01	2.51e-01	ARRB2	arrestin beta 2
8111339	0.9999946	7.83e-01	2.51e-01	MTMR12	myotubularin related protein 12
7935054	0.9999946	7.83e-01	2.51e-01		
7947926	0.9999946	7.83e-01	2.51e-01		
7903461	0.9999946	7.83e-01	2.51e-01	NTNG1	netrin G1
7894214	0.9999946	7.83e-01	2.51e-01		
8139881	0.9999946	7.83e-01	2.51e-01		
8082229	0.9999946	7.83e-01	2.51e-01	UMPS	uridine monophosphate synthetase
8017651	0.9999946	7.83e-01	2.50e-01	SMURF2	SMAD specific E3 ubiquitin protein ligase 2
8073939	0.9999946	7.83e-01	2.50e-01	FLJ44385	uncharacterized FLJ44385
8151207	0.9999946	7.83e-01	2.50e-01		
8162466	0.9999946	7.83e-01	2.50e-01	FAM120AOS	family with sequence similarity 120A opposite strand
8042356	0.9999946	7.83e-01	2.50e-01	MEIS1	Meis homeobox 1
8018774	0.9999946	7.83e-01	2.50e-01	ST6GALNAC1	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 1
7940891	0.9999946	7.83e-01	2.50e-01	DNAJC4	DnaJ heat shock protein family (Hsp40) member C4
8042843	0.9999946	7.83e-01	2.50e-01	WDR54	WD repeat domain 54
8011680	0.9999946	7.83e-01	2.50e-01	ALOX15	arachidonate 15-lipoxygenase
7893107	0.9999946	7.83e-01	2.50e-01		
7896323	0.9999946	7.83e-01	2.50e-01		
8152211	0.9999946	7.83e-01	2.50e-01		
8122877	0.9999946	7.83e-01	2.50e-01		
8180309	0.9999946	7.83e-01	2.50e-01	ST6GALNAC3	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3
8001082	0.9999946	7.83e-01	2.50e-01	SLC6A10PB///SLC6A10P///SLC6A8	solute carrier family 6 member 8 pseudogene///solute carrier family 6 member 10, pseudogene///solute carrier family 6 member 8
7902738	0.9999946	7.83e-01	2.50e-01	CLCA4	chloride channel accessory 4
7893951	0.9999946	7.83e-01	2.50e-01		
8087778	0.9999946	7.83e-01	2.50e-01		
7975311	0.9999946	7.83e-01	2.50e-01	EXD2	exonuclease 3'-5' domain containing 2
7893458	0.9999946	7.84e-01	2.50e-01		
8123259	0.9999946	7.84e-01	2.50e-01	PLG	plasminogen
7917697	0.9999946	7.84e-01	2.50e-01	GFI1	growth factor independent 1 transcriptional repressor
8095703	0.9999946	7.84e-01	2.50e-01		
8019737	0.9999946	7.84e-01	2.50e-01	KPNA2	karyopherin subunit alpha 2
8162455	0.9999946	7.84e-01	2.50e-01	NINJ1	ninjurin 1
7979548	0.9999946	7.84e-01	2.50e-01	GPHB5	glycoprotein hormone beta 5
8122982	0.9999946	7.84e-01	2.50e-01	ZDHHC14	zinc finger DHHC-type containing 14
8066279	0.9999946	7.84e-01	2.50e-01	ZHX3	zinc fingers and homeoboxes 3
8019960	0.9999946	7.84e-01	2.50e-01		
8094688	0.9999946	7.84e-01	2.50e-01	LIAS	lipoic acid synthetase
8041122	0.9999946	7.84e-01	2.50e-01	PPP1CB	protein phosphatase 1 catalytic subunit beta
8166769	0.9999946	7.84e-01	2.50e-01	OTC	ornithine carbamoyltransferase
8132318	0.9999946	7.84e-01	2.49e-01	ANLN	anillin actin binding protein
7894911	0.9999946	7.84e-01	2.49e-01		
7900461	0.9999946	7.84e-01	2.49e-01	ZNF684	zinc finger protein 684
8000869	0.9999946	7.84e-01	2.49e-01	SEPT1	septin 1
8010820	0.9999946	7.84e-01	2.49e-01	FOXK2	forkhead box K2
7971813	0.9999946	7.84e-01	2.49e-01	THSD1	thrombospondin type 1 domain containing 1
8107750	0.9999946	7.84e-01	2.49e-01	PRRC1	proline rich coiled-coil 1
7902808	0.9999946	7.84e-01	2.49e-01	LINC01140	long intergenic non-protein coding RNA 1140
7934566	0.9999946	7.84e-01	2.49e-01		
7946703	0.9999946	7.84e-01	2.49e-01	COPB1	coatomer protein complex subunit beta 1
8041826	0.9999946	7.84e-01	2.49e-01	TTC7A	tetratricopeptide repeat domain 7A
8107878	0.9999946	7.84e-01	2.49e-01	IL3	interleukin 3
7973008	0.9999946	7.84e-01	2.49e-01	OR4M1///OR4M2	olfactory receptor family 4 subfamily M member 1///olfactory receptor family 4 subfamily M member 2
7973306	0.9999946	7.84e-01	2.49e-01	ABHD4	abhydrolase domain containing 4
7904572	0.9999946	7.84e-01	2.49e-01		
7957890	0.9999946	7.84e-01	2.49e-01	UTP20	UTP20, small subunit processome component
7939068	0.9999946	7.84e-01	2.49e-01	RPS25	ribosomal protein S25
7985924	0.9999946	7.84e-01	2.49e-01	ZNF710	zinc finger protein 710
7918424	0.9999946	7.84e-01	2.49e-01		
7954436	0.9999946	7.84e-01	2.49e-01	LRMP	lymphoid restricted membrane protein
8176737	0.9999946	7.84e-01	2.49e-01		
7984289	0.9999946	7.84e-01	2.49e-01	RAB11A	RAB11A, member RAS oncogene family
8152703	0.9999946	7.84e-01	2.49e-01	FBXO32	F-box protein 32
7898115	0.9999946	7.84e-01	2.49e-01	TMEM51	transmembrane protein 51
7956697	0.9999946	7.84e-01	2.49e-01	MON2	MON2 homolog, regulator of endosome-to-Golgi trafficking
7982985	0.9999946	7.84e-01	2.49e-01	MAPKBP1	mitogen-activated protein kinase binding protein 1
8145281	0.9999946	7.84e-01	2.49e-01	SLC25A37	solute carrier family 25 member 37
8167013	0.9999946	7.84e-01	2.49e-01	JADE3	jade family PHD finger 3
7914182	0.9999946	7.84e-01	2.49e-01		
7969651	0.9999946	7.84e-01	2.49e-01	DNAJC3	DnaJ heat shock protein family (Hsp40) member C3
8091998	0.9999946	7.85e-01	2.49e-01		
7902754	0.9999946	7.85e-01	2.48e-01	CLCA3P	chloride channel accessory 3, pseudogene
8102592	0.9999946	7.85e-01	2.48e-01		
